sle_synthetic_2020-10-23-15-01-06539.jpg;3;[15, 14, 15];[[-, 2, x, -, 1, 0, y, +, 2, z, =, -, 1, 7, 2], [-, 1, x, -, 8, y, +, 1, 1, z, =, -, 8, 1], [+, 1, x, +, 1, 5, y, -, 1, 7, z, =, 1, 5, 6]];[[ -2 -10   2], [ -1  -8  11], [  1  15 -17]];[-172  -81  156];[16 15  5];3;100;5
sle_synthetic_2020-10-23-15-01-07601.jpg;3;[14, 16, 16];[[-, 4, x, +, 1, 6, y, -, 8, z, =, 3, 8, 0], [+, 1, 5, x, +, 3, y, +, 1, 6, z, =, -, 2, 6, 3], [+, 1, 1, x, -, 1, 1, y, -, 1, 4, z, =, 1, 3, 7]];[[ -4  16  -8], [ 15   3  16], [ 11 -11 -14]];[ 380 -263  137];[  1  14 -20];3;100;5
sle_synthetic_2020-10-23-15-01-09654.jpg;3;[16, 15, 15];[[-, 8, x, +, 1, 0, y, -, 1, 4, z, =, -, 5, 3, 6], [-, 9, x, -, 7, y, -, 1, 8, z, =, -, 3, 4, 7], [+, 0, x, -, 2, 0, y, -, 1, 1, z, =, 1, 4, 4]];[[ -8  10 -14], [ -9  -7 -18], [  0 -20 -11]];[-536 -347  144];[ 19 -16  16];3;100;5
sle_synthetic_2020-10-23-15-01-1078.jpg;3;[15, 15, 13];[[-, 1, 8, x, +, 7, y, +, 1, 9, z, =, -, 5, 0], [-, 5, x, +, 1, 7, y, +, 1, 3, z, =, 1, 2, 7], [-, 1, 8, x, +, 5, y, +, 5, z, =, 7, 4]];[[-18   7  19], [ -5  17  13], [-18   5   5]];[-50 127  74];[ -3  15 -11];3;100;5
sle_synthetic_2020-10-23-15-01-1218.jpg;3;[13, 14, 15];[[+, 0, x, -, 9, y, +, 8, z, =, -, 6, 9], [+, 0, x, -, 1, 2, y, +, 4, z, =, -, 7, 2], [-, 1, 8, x, +, 9, y, +, 9, z, =, -, 2, 3, 4]];[[  0  -9   8], [  0 -12   4], [-18   9   9]];[ -69  -72 -234];[14  5 -3];3;100;5
sle_synthetic_2020-10-23-15-01-142.jpg;3;[15, 15, 15];[[-, 1, 1, x, -, 1, 3, y, -, 9, z, =, 3, 7, 8], [+, 0, x, -, 1, 7, y, +, 1, 2, z, =, 3, 7, 8], [+, 8, x, -, 1, 6, y, +, 1, 3, z, =, 2, 2, 2]];[[-11 -13  -9], [  0 -17  12], [  8 -16  13]];[378 378 222];[-18 -18   6];3;100;5
sle_synthetic_2020-10-23-15-01-15712.jpg;3;[12, 15, 15];[[-, 1, x, +, 7, y, +, 1, z, =, 7, 7], [-, 1, x, +, 1, 1, y, -, 1, 5, z, =, 2, 4, 5], [+, 8, x, +, 8, y, +, 1, 0, z, =, -, 1, 2, 0]];[[ -1   7   1], [ -1  11 -15], [  8   8  10]];[  77  245 -120];[-15  10  -8];3;100;5
sle_synthetic_2020-10-23-15-01-17311.jpg;3;[14, 13, 15];[[-, 1, 1, x, -, 2, 0, y, +, 2, z, =, 5, 8], [-, 8, x, -, 1, y, +, 9, z, =, -, 4, 2], [+, 1, 0, x, +, 1, 7, y, -, 7, z, =, -, 6, 8]];[[-11 -20   2], [ -8  -1   9], [ 10  17  -7]];[ 58 -42 -68];[12 -9  5];3;100;5
sle_synthetic_2020-10-23-15-01-18270.jpg;3;[14, 16, 14];[[+, 7, x, +, 2, y, +, 6, z, =, -, 1, 8, 3], [-, 1, 9, x, -, 1, 2, y, +, 1, 4, z, =, 3, 4, 9], [+, 0, x, -, 1, 3, y, +, 8, z, =, 1, 7, 5]];[[  7   2   6], [-19 -12  14], [  0 -13   8]];[-183  349  175];[-13 -19  -9];3;100;5
sle_synthetic_2020-10-23-15-01-20427.jpg;3;[16, 13, 13];[[-, 1, 6, x, -, 1, 3, y, -, 7, z, =, -, 2, 5, 4], [+, 6, x, -, 9, y, +, 5, z, =, -, 8, 0], [-, 1, 1, x, +, 9, y, -, 6, z, =, 6, 7]];[[-16 -13  -7], [  6  -9   5], [-11   9  -6]];[-254  -80   67];[ 1 14  8];3;100;5
